Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
SNHG18	0	0.027245648	0.369231622	0.844726559	0.915593614	1.798018056	0.548861533	1.099357338	1.360279724	0.020969176	0	0.029613071	0.008820219	0.196130818	0	0.019676533	0.027424861	0
FAM173B	0	0.115186193	0.289863253	0.267187095	0.168069922	0.331198959	0.100688877	0.262719018	0.441324853	0.068938417	0.070252657	0.052576265	0.026384565	0.159282463	0	0.086953475	0.156772307	0
CCT5	2.596452583	3.372208925	4.251348099	3.713706322	4.570986332	4.295738331	3.566398249	2.938983774	4.367027941	2.505728187	1.681927676	2.065880389	0.915216804	1.463138652	0.418643121	2.309864605	2.178854085	4.50233547
CMBL	0	0.049583702	0.100148418	0.172373112	0.336065882	1.162602314	0.403039795	1.268023387	0.943986882	0.035540916	0	0.061297074	0.102863144	0	0	0.027405071	0	1.319747197
CTD-2256P15.2	0.223362448	0.106742438	0.191449468	0.20411083	0.182042306	0.07837535	0	0.06470805	0.068465631	0.050376483	0.102886883	0	0.026608191	0.170456944	0	0.030918048	0.033522907	0
6-Mar	0	0.755831267	2.136377734	0.505872442	1.160130988	0.661468485	0.090993017	0.451663845	0.547199941	0.208979871	0.289985529	0.078334862	0.117753324	0.161583327	0.287101818	0.591819512	0.332398789	0.459611804
DAP	2.134357791	1.888334027	1.14118301	1.542012682	1.764281163	2.429661294	2.598993604	1.798160611	2.18576146	0.713431033	0.333560637	0.848223482	0.338076172	0.604642786	0.715281071	1.332914323	0.354601506	0.84356494
TRIO	0	0.766454808	0.786090679	0.388535196	0.203927994	0.374791934	0.112879852	0.253280465	0.339923969	0.11362732	0.070754096	0.173217205	0.109101417	0.358348789	0.059399868	0.094378921	0.053133113	0.121172671
FAM105A	0	0.422670834	0.384498591	0.212333399	0.24186388	0.156670838	0.212965246	0.087683068	0.36855427	1.261700302	0.482693982	0.670764344	0.680336264	1.881077464	0.188490299	0.098454874	0.783027011	0.140733305
FAM105B	0	0.336439481	0.386951789	0.347800052	0.20512246	0.253148931	0	0.166906311	0.293570891	0.153729983	0.218430805	0.130745577	0.109691833	0	0.180852969	0.279014999	0.282372779	0.416412196
ANKH	0.208082893	0.109576706	0.257838858	0.662521582	0.602030205	0.726232168	0.337956018	0.433274323	0.561205714	1.320433824	0.8614378	0.464207172	0.841765794	0.201283899	0.160099778	0.160399704	0.182513296	0.321119041
ZNF622	0.25135125	0.864877672	1.016618394	1.547267382	2.758989763	2.143794053	0.578282388	1.125742431	1.908638464	0.669689196	0.449126435	0.56477637	0.369249587	0.499134722	0.547169014	0.839138634	0.492590338	1.375361521
FAM134B	0.260307534	0.232363932	0.140078531	0.179751106	0.795611301	0.880988127	0.277222352	0.401042584	0.614504289	0.044926175	0.074504748	0.043197819	0.005815718	0	0	0.02988383	0.055208237	0
BASP1	0.587357541	2.59676093	1.851526452	0.558943367	0.61625149	1.907625015	0.37282594	0.584745897	0.729384166	0.380735351	0.736646928	0.778821519	0.966382634	1.334380266	4.684759232	1.137644311	0	0.368705924
CDH6	0	0.287551354	2.63224479	1.699922067	0.320650803	0.302509947	0.084357836	0.39869557	0.965204942	0.020223831	0.206464766	0	0.008995836	0	0	0	0	0
DROSHA	0	0.446798372	0.413646952	0.189069927	0.338422981	0.591368577	0.192577698	0.341570686	0.624607765	0.086587935	0.032954943	0.068116587	0.068488187	0	0	0.059221629	0.189160737	0.327998392
C5orf22	0	0.063607809	0.158169177	0.122499015	0.207653618	0.180121295	0.065332463	0.042882642	0.186554789	0.027578833	0.095544293	0	0.01480386	0	0	0.044531192	0.054762083	0
GOLPH3	0.279293173	1.048461628	1.744753875	1.865747394	1.752740848	1.78431744	0.564175344	1.014833394	1.088965437	0.434021267	0.483610629	0.359049841	0.240643484	0.709511825	0.445528326	0.945873172	0.333358881	1.027779893
CTD-2186M15.3	0.215051343	0.346360135	0.337381077	0.365928875	0.29667885	0.239856777	0	0.113015608	0.150622457	0.049176234	0.03272781	0.030288815	0.043196068	0.169904633	0.076685986	0.350833923	0.060432827	0.192631101
MTMR12	0	0.254679541	0.980861715	0.206243944	0.293196726	0.2978226	0.100688877	0.11272441	0.248816509	0.078198569	0.063206895	0.14391715	0.024880163	0	0.150052778	0.082499918	0	0.05809799
ZFR	0	0.648488051	1.203689292	0.999361605	1.745021203	1.641473214	0.341395094	1.022306623	1.686040025	0.446480312	0.284977726	0.188726726	0.148066545	0.217030853	0.305500513	0.35067606	0.310272147	0.997547118
SUB1	2.942166408	4.026717715	4.886122531	4.545711991	4.56425778	4.558853145	3.749539202	4.896786224	5.023379821	3.217511477	3.24312811	2.924707563	2.026762287	4.577469232	4.473443321	6.496514485	3.395611871	4.352572333
TARS	0	1.005693965	1.793062206	1.860771318	2.313123263	1.910248174	0.838359948	0.974669777	1.922896585	0.441690412	0.367966927	0.429760968	0.147060272	0.400546654	0.177410285	1.278415882	0.44634984	2.807215048
C1QTNF3	0	0.042098552	0.117830832	0.101330966	0.126910106	0.751953825	0.128958075	0.022090813	0.039792802	0.0049685	0	0	0.001334438	0	0.06211978	0.040960076	0.083516336	0.121172671
RAI14	0.468480739	1.071952882	2.271907307	1.429058272	0.521224861	1.605028724	0.765507465	0.905627838	1.426669086	0.024387414	0.037288511	0	0.01246487	0.202614429	0.05846164	0.029345193	0.054626316	0
RAD1	0	0.943670451	1.104659355	1.800203157	1.636508332	1.012388263	0.554580139	0.62482369	0.741241524	0.294178835	0.105811891	0.436964172	0.173647165	0.176723413	0.412324478	0.522183255	0.690049071	0.831182572
BRIX1	0.787048532	1.74756777	2.095354229	2.725665678	3.192656561	1.851902994	1.091487009	1.5913524	2.06278421	0.757036119	0.390487677	0.438463757	0.23862248	0.572444135	0.46583556	1.127645827	1.046122619	2.437650693
DNAJC21	0	0.646996092	0.937781914	0.490601743	0.637454842	0.550538955	0	0.469150266	0.521593135	0.161611513	0.163639817	0.142062307	0.132558777	0.190565538	0.981589453	0.260459839	0.253324643	0.461456776
IL7R	0	0.07345079	0.038616267	0.021740749	0.03014108	0.11453867	0.090264202	0.037137352	0.107579908	0.230956536	0.165619429	0.643149734	0.066889565	0	2.693182243	0.098728606	0.485425943	0
CAPSL	0	0.011446843	0.12469455	0.837443467	0.433680593	0.018530364	0	0	0	0	0	0	0	0	0	0	0	0
LMBRD2	0	0.076211273	0.143229714	0.115796845	0.116741082	0.310131303	0	0.180171188	0.277179252	0.063530085	0.098830573	0.02892196	0.027204886	0	0.200704281	0.159494986	0.041052093	0.042073366
SKP2	0	0.276912939	0.19834194	0.753463131	0.328212008	0.45883869	0.201733731	0.313580161	0.607654467	0.119112852	0.104449578	0.117388256	0.06720547	0	0	0.231088774	0.296998702	0.605557851
NADK2	0	0.128797525	0.259142644	0.295974354	0.481520088	0.151954942	0.052104862	0.242622872	0.217623463	0.067155373	0	0	0.036033093	0.209288861	0.056788628	0.149364396	0.027424861	0.271358804
SLC1A3	0	0.148583944	0	0.166860385	0.402094965	0.09824406	0	0.026785856	0.046272381	0.285621621	0.10799188	0.24327601	0.244273493	0	0.107221006	0	0	0
NIPBL	0.168146104	0.728428805	0.941554575	0.573893995	0.823922814	0.862258452	0.274229947	0.49527096	0.76803111	0.388466192	0.216411543	0.102499282	0.200782452	0.719484827	0.288120876	0.331534766	0.295864671	0.753848392
C5orf42	0	0.232571804	0.168831261	0.21858694	0.294512095	0.228715201	0.153407989	0.189555924	0.283897875	0.017997578	0.029113507	0.029797456	0.042187748	0	0	0.008269129	0.064886174	0.115595533
WDR70	0	0.3888967	0.484997318	0.419251752	0.885384016	0.557519995	0.412151034	0.298622645	0.562225671	0.209260942	0.123909492	0.052218172	0.082491514	0.213465275	0.198215287	0.278453673	0.289712845	0.587210481
EGFLAM	0	0.095214082	0.1077442	0.624493337	0.62217248	0.122906017	0	0.187393229	0.363873734	0.001078058	0.030992729	0	0.001359186	0	0	0	0	0
OSMR	0.282693303	0.669342097	0.263695161	0.27790602	0.280813702	0.672613882	0.090264202	0.722633088	0.735611628	0.017703261	0	0	0.008831264	0	0	0.017461499	0	0
RICTOR	0	0.563835636	0.391492161	0.326959932	0.440864238	0.416972155	0	0.407943485	0.362805165	0.11664748	0.064624665	0.07643913	0.044372852	0.364300254	0.173403438	0.218882872	0.357055518	0.100201476
FYB	0	0.081540602	0.232785094	0.110344947	0.048321346	0.042523767	0	0.103962137	0.380346142	1.444296452	1.517392105	1.810089512	1.270816282	1.172069038	0.71706849	0.149610693	1.687804069	0.05809799
DAB2	0.351337282	0.114498486	0.473174173	0.396403997	0.414109951	2.718156228	1.759746217	4.365343245	4.831549202	3.038051392	2.533579116	2.680594326	2.921429305	0.646949913	0	0.075353961	0.095706108	0
PTGER4	0	0.073282684	0.144100651	0.206119349	0.207770373	0.078045471	0	0.03461602	0.070161148	0.315020193	0.495526098	0.259152679	0.203584733	0.315685463	1.33963675	0.032495693	0.068134399	0
TTC33	0.375596721	0.095563918	0.038641482	0.562699444	0.816545274	0.36291701	0.12479706	0.214213193	0.351283356	0.082854545	0	0.093866276	0.046068881	0	0.341245809	0.305600978	0.279734219	0.098690207
PRKAA1	0	0.411145877	0.73480852	0.34740547	0.9330661	0.724654546	0.154780036	0.35763858	0.476352294	0.212719512	0.340100852	0.187299685	0.135167475	0.213383102	0.056788628	0.266862122	0.159559882	0.261042402
RPL37	7.09465096	7.501768326	6.967330589	5.648925745	6.363048474	5.416905519	5.49741539	5.496911173	5.838487246	4.251422575	4.334238945	5.22642481	3.29716126	6.116721775	7.244540243	6.305155651	6.791052654	6.455571673
CARD6	0	0.132849814	0.038874951	0.027876998	0.05906872	0.135974892	0	0.119061545	0.102442778	0.112170824	0.10609524	0.086919942	0.081886069	0.378979877	0	0.037748627	0.021025791	0.140733305
OXCT1	0.216914481	0.255933988	0.047298889	0.369998809	0.61248087	0.837089034	0.839626508	0.250990592	0.442181258	0.03815463	0	0.027475317	0.010026611	0.176723413	0.178283724	0.685439688	0.283092593	1.798766905
C5orf51	0	0.180273271	0.20427309	0.140160949	0.332882112	0.344070806	0.196869001	0.104588962	0.194161628	0.079813081	0.169467776	0.032741374	0.037881339	0.16772575	0.06678732	0.02925273	0.032936526	0.334048543
FBXO4	0	0.256444967	0.089343537	0.588737065	0.551423629	0.934620569	0.307599769	0.805581901	0.79861704	0.204542064	0.032703782	0.207258797	0.171592173	0.363856568	0.06305315	0.444083868	0.444210021	1.041976535
CCDC152	0	0.01110127	0.102221902	0.188702253	0.433248208	0.621318964	0.556371483	0.391598645	0.321060743	0.103389021	0	0.051888334	0.16161903	0.283740559	0	0.043841218	0.034544166	0.240934781
SEPP1	1.978155535	2.401174441	1.845240033	4.256849022	3.590440197	2.959742886	1.707547722	5.850065459	5.540627226	1.557127317	0.597071521	2.662955037	5.409487673	0.188480665	0.042707624	0.150633056	0.133620658	0.383845076
ANXA2R	0	0.02363411	0.056239326	0.082190596	0.158056235	0.049300743	0	0.015508375	0.164212274	0.206473742	0.146660439	0.14394776	0.099988049	0.186712969	0.180216817	0.080931239	1.008081885	0.20300257
ZNF131	0	0.446970587	0.547402208	0.557684934	0.921638866	0.452711295	0	0.301649947	0.384036656	0.162338477	0.135884167	0.114734398	0.06751403	0.479243853	0.214137145	0.144031093	0.388298285	0.702451374
HMGCS1	0	0.162828344	1.203571629	0.580293205	0.885397898	0.4520979	0.174610481	0.259578377	0.417162974	0.14781941	0.190571971	0.086520868	0.046931026	0.167090997	0.345195005	0.351707598	0.067113536	0
CCL28	0.276325769	0.562695738	0.766153721	0.901057239	0.327628748	0.132650748	0.095396341	0.033522065	0.069904638	0.02703905	0	0.094200528	0.042233455	0	0.078398144	0.044717801	0.263377327	0
C5orf28	0	0.64480489	0.814070523	0.900730477	0.778978104	0.608003181	0.098895175	0.292833335	0.405612532	0.163741394	0.1262911	0.056209292	0.056391926	0.169904633	0.064059263	0.129972428	0.248377557	0.167232615
PAIP1	0.279293173	1.881512894	3.080314892	1.854262551	2.947305854	2.834887188	1.114017604	1.609736835	2.798996002	0.601513854	0.415678279	0.555316598	0.258765543	1.12477827	0.210095783	0.957079176	0.43608509	1.327823435
NNT-AS1	0	0.392674162	0.240979601	0.353482493	0.30042163	0.279281243	0	0.184948538	0.137761056	0.054286785	0.033160166	0.088389476	0.053683208	0	0	0.381677617	0.201693112	0.544935855
NNT	0.232956899	0.219435166	0.333948233	0.159205275	0.497110403	0.67051154	0	0.388473873	0.733748025	0.220500875	0.178464136	0.329647596	0.078945634	0.200235458	0.071623693	0.359919529	0.512532933	0.510669503
MRPS30	0.279293173	1.290404572	1.868981265	1.785759108	2.535134606	1.637666969	1.279711959	1.086143793	1.520078041	0.575018441	0.25208396	0.311415675	0.25788348	0.393754266	0.369591351	0.938559212	0.722356983	1.864750417
EMB	0	0.10181309	0.114456008	0.040387093	0.199172483	0.342284278	0.195295452	0.447449552	0.857349009	0.335574995	0.345415973	0.517184871	0.331064555	0.586096342	0.180349857	0.451017648	0.926392925	0.18229958
PARP8	0	0.160907679	0.233289495	0.244925515	0.457454938	0.280968336	0.261388934	0.168076844	0.329459852	0.116291085	0.041450732	0.113312543	0.068463661	0.216175857	0.063010761	0.116759288	0.373164581	0.05809799
PELO	0	1.031955316	0.689155381	1.044169574	1.654327992	1.928780514	0.474329124	1.044412414	1.481746482	0.327482131	0.266033681	0.09427454	0.139841143	0	0.376774488	0.657346152	0.226191796	0.495954625
MOCS2	0.274786484	0.829494844	1.292055298	1.434232538	1.268791297	2.037305144	1.343183932	1.327330943	1.683681109	0.334530088	0.268144686	0.442389102	0.337561468	0	0.116431828	0.682440082	0.381625468	0.63820668
FST	0	0.089996863	0	0	0.167734932	0.20693334	0.246661903	0.441167283	0.293656071	0.006230833	0	0	0.001420316	0	0	0	0	0
NDUFS4	1.66035007	3.271006267	4.110407552	3.701380163	3.182002923	3.912457357	3.389222465	3.426414919	3.535234256	1.718149234	1.874622755	1.588794065	1.502847513	1.208934538	1.99262664	2.017914205	1.647228083	2.258635961
ARL15	0	0.035509462	0.140742866	0.078270011	0.164100592	0.221068191	0.096541152	0.055872207	0.042435848	0.042195355	0.150702917	0	0.057618797	0	0.058176999	0.007355665	0.061555867	0.223157479
HSPB3	0	0.00621812	0.130495876	0.026227336	0.120513949	0.364484943	0.08183028	0.513284535	0.419484536	0.004324051	0.027817249	0.034132269	0.004039074	0	0	0	0	0
SNX18	0	0.206738465	0.74103257	0.713133576	0.566159379	0.299531357	0.270019874	0.600624163	1.127688482	0.590929996	0.427286668	0.209988037	0.173190553	0.373926165	0	0.215788319	0.247147649	0.222411436
GZMK	0	0.25047331	0.337979791	0	0.10123439	0.039764048	0.097114847	0.015560591	0.35366642	0.313759438	0.249516752	0.204049977	0.005941988	0.748694218	0.159979929	0.558769154	3.317354813	0.163548516
GZMA	0.981183976	0.67563644	0.798597022	0.166251967	0.235284256	0.269218098	0.143895709	0.077779619	0.777056067	0.908034559	0.799746238	0.439871179	0.045192938	1.479686131	0.374826957	1.143905999	5.584178647	0.198831295
GPX8	0.657591178	1.246375598	0.682050143	1.659364673	1.915087231	3.379273967	1.512727933	2.687524299	3.074834933	0.076850382	0.038245706	0.091085318	0.040894836	0	0	0.011239457	0.017244259	0.206155199
DHX29	0.487376066	1.871999415	1.159707713	1.394370416	1.97597783	1.47951616	0.821295902	1.547556834	2.019308356	0.596645315	0.407391965	0.520128819	0.287260248	1.415809026	0.299223638	0.835611956	0.377567845	0.638595826
SKIV2L2	0	0.411584595	0.397100131	0.270653606	0.696229013	0.563290357	0.33599075	0.346192612	0.62876479	0.170242107	0.25188364	0.201079221	0.056904535	0	0.241898371	0.497589007	0.274989486	0.95140723
PPAP2A	0.290650589	0.502498078	0.28378657	0.724989672	0.999859672	1.633115597	0.327169102	1.039235735	1.037051876	0.037658062	0	0.033400545	0.029580477	0	0	0.054496199	0.18568819	0.387767869
SLC38A9	0	0.1293215	0.293387735	0.452702052	0.921193601	0.439796458	0.22154542	0.254229294	0.315569123	0.116775685	0.134067555	0.086971571	0.045450497	0	0.123016266	0.314772303	0.13460635	0.252582333
IL6ST	0	0.592400379	0.624371002	0.571034751	0.830194512	1.464299666	0.44944204	2.630551687	3.082334289	0.243124314	0.299373977	0.193819426	0.117368574	0	0.340474685	0.344824497	0.068958067	0.173415857
MAP3K1	0	0.235265638	0.203162935	0.226275371	0.278008529	0.155950095	0	0.160906575	0.139811235	0.115805493	0.065847212	0.080458344	0.068993515	0	0.13309779	0.110227867	0.129154225	0
SETD9	0.223362448	0.578393249	0.961200063	1.43735461	0.743233102	0.526605802	0.253601078	0.668669052	0.522458894	0.207817369	0.251132068	0.263423429	0.204369095	0	0.140745249	0.191286262	0.273735308	1.925964966
GPBP1	0.311031772	1.703872936	2.152491226	2.269624349	2.895182662	1.858446446	0.707283601	1.595627147	1.865567348	0.641971247	0.571348046	0.185698285	0.33079336	0.573293108	1.659060148	0.946442971	0.96312983	1.356824468
PLK2	0	1.85384133	2.807016926	2.734050432	1.675946272	2.244916847	0.870740241	1.308996168	1.200310021	0.050752139	0.200572797	0	0.060099794	0	0.460855705	0.105172922	0.099467672	0.131647296
GAPT	0	0.012590429	0.044743235	0.03443407	0	0	0	0.013582002	0.191725784	0.670054322	0.187992721	0.437630826	0.07028729	2.004687789	0.066177938	0.054444943	0.05503419	0.297168931
PART1	0.25135125	0.288368406	1.103223773	0.772495253	0.871555697	0.125768941	0.198959558	0.029962976	0.016561659	0.003068196	0	0.027475317	0	0.216175857	0	0.00930646	0.022845915	0
ERCC8	0	0.470732077	0.247578161	0.264377209	0.444951477	0.269373834	0.085636721	0.116465728	0.271174295	0.082620175	0.033912838	0	0.011319425	0	0.113175555	0.367855032	0.106282333	0
NDUFAF2	1.41666123	1.415826251	1.011206782	1.352778484	1.58463124	1.362803425	1.510388047	1.147244099	1.691986408	0.697433128	0.679988604	0.495971739	0.233488398	0	0	0.883587723	0.361470595	1.309373448
SMIM15	0.539980614	2.308612632	2.197836567	2.681785436	2.732759077	2.069488832	0.914214541	1.81607658	2.425558534	1.320844197	0.954474676	0.993133536	0.582086226	0.994447901	0.720454086	1.305593792	0.979958234	1.775502838
ZSWIM6	0	0.215903384	0.385826363	0.039160308	0.115900745	0.04128102	0	0.114169592	0.104652101	0.10713463	0.206971229	0.034328976	0.066812684	0	0.136195388	0.039949008	0.038240542	0
KIF2A	0.311031772	0.499718633	0.922600064	0.72139676	0.744614681	0.634513532	0.197803724	0.364290749	0.533367874	0.179246914	0.095991975	0.06028201	0.06879558	0.182198014	3.013370957	0.335883688	0.544939026	0.515053647
DIMT1	0.216469018	1.476601012	1.351704965	1.522630582	1.626421751	1.821180182	1.22486734	1.306014508	2.423808664	0.637888193	0.452758565	0.27404035	0.192182166	0.964844756	0.251387519	1.067561791	0.74517454	1.980515101
IPO11	0	0.302395532	0.304572796	0.064552995	0.237533366	0.300529703	0	0.126552384	0.179620618	0.040727226	0.072212683	0.064514681	0.031432766	0	0	0.096848918	0.137798945	0.494361299
SREK1IP1	0	1.558681088	1.182654186	1.490893019	1.528038193	0.988520514	0.414321361	1.080633097	1.538451116	0.755717771	0.922484265	0.794207062	0.787650888	1.690673684	0.758066798	1.11773778	0.965149001	0.533583491
CWC27	0.484308149	1.052906667	0.973665747	1.572230599	1.640632434	1.287678318	0.473671094	0.883536666	1.208172858	0.424664757	0.312987055	0.319712176	0.186817469	0.161583327	0.239331419	0.707724551	0.665562568	1.361561256
CENPK	0.276325769	0.637393266	0.657229555	1.340321668	0.49684468	0.607263136	0.615351951	0.160385636	0.56258203	0.066752736	0.036170137	0.463468632	0.015147362	0.188480665	0	0.437963792	1.059827969	0.907106067
PPWD1	0	0.311790389	0.384642681	0.852932258	1.057287416	0.490358289	0.082272119	0.567701983	0.957762788	0.25100011	0	0.158423007	0.073737263	0.176723413	0.115764316	0.590626485	0.302009821	0.373815718
TRIM23	0	0.147625467	0.053459976	0.223965993	0.246593697	0.056206745	0	0.115580302	0.090917813	0.032463234	0	0.050410215	0.016920606	0.23821825	0.189600663	0.091153865	0.027544936	0.115268441
TRAPPC13	0	0.324914197	0.380966733	0.712916629	0.603998052	0.500708126	0.451637527	0.317259278	0.423236357	0.170816553	0.078290293	0.176392369	0.073902116	0	0.104992513	0.283694387	0.16030894	0.412263416
